location,date,vaccine,total_vaccinations
Argentina,2021-06-28,Oxford/AstraZeneca,7620191
Argentina,2021-06-28,Sinopharm/Beijing,4325190
Argentina,2021-06-28,Sputnik V,9160060
Argentina,2021-06-29,Oxford/AstraZeneca,7797744
Argentina,2021-06-29,Sinopharm/Beijing,4498030
Argentina,2021-06-29,Sputnik V,9184111
Argentina,2021-06-30,Oxford/AstraZeneca,8005154
Argentina,2021-06-30,Pfizer/BioNTech,37
Argentina,2021-06-30,Sinopharm/Beijing,4648683
Argentina,2021-06-30,Sputnik V,9201793
Argentina,2021-07-01,Oxford/AstraZeneca,8318370
Argentina,2021-07-01,Sinopharm/Beijing,4751649
Argentina,2021-07-01,Sputnik V,9217572
Argentina,2021-07-02,CanSino,9
Argentina,2021-07-02,Oxford/AstraZeneca,8585850
Argentina,2021-07-02,Sinopharm/Beijing,4864583
Argentina,2021-07-02,Sputnik V,9252792
Argentina,2021-07-03,Oxford/AstraZeneca,8749697
Argentina,2021-07-03,Pfizer/BioNTech,39
Argentina,2021-07-03,Sinopharm/Beijing,4937766
Argentina,2021-07-03,Sputnik V,9352382
Argentina,2021-07-04,Oxford/AstraZeneca,8865643
Argentina,2021-07-04,Sinopharm/Beijing,4994941
Argentina,2021-07-04,Sputnik V,9375770
Argentina,2021-07-05,Oxford/AstraZeneca,9125778
Argentina,2021-07-05,Sinopharm/Beijing,5055042
Argentina,2021-07-05,Sputnik V,9465427
Argentina,2021-07-06,Oxford/AstraZeneca,9362488
Argentina,2021-07-06,Pfizer/BioNTech,40
Argentina,2021-07-06,Sinopharm/Beijing,5116831
Argentina,2021-07-06,Sputnik V,9583778
Argentina,2021-07-07,Oxford/AstraZeneca,9589174
Argentina,2021-07-07,Sinopharm/Beijing,5163776
Argentina,2021-07-07,Sputnik V,9714332
Argentina,2021-07-08,Moderna,66
Argentina,2021-07-08,Oxford/AstraZeneca,9721684
Argentina,2021-07-08,Sinopharm/Beijing,5272213
Argentina,2021-07-08,Sputnik V,9883922
Argentina,2021-07-09,Moderna,68
Argentina,2021-07-09,Oxford/AstraZeneca,9784880
Argentina,2021-07-09,Sinopharm/Beijing,5384239
Argentina,2021-07-09,Sputnik V,10066287
Argentina,2021-07-10,Moderna,72
Argentina,2021-07-10,Oxford/AstraZeneca,9856718
Argentina,2021-07-10,Sinopharm/Beijing,5543801
Argentina,2021-07-10,Sputnik V,10166786
Argentina,2021-07-11,Moderna,74
Argentina,2021-07-11,Oxford/AstraZeneca,9908277
Argentina,2021-07-11,Sinopharm/Beijing,5608659
Argentina,2021-07-11,Sputnik V,10215911
Argentina,2021-07-12,Oxford/AstraZeneca,9995977
Argentina,2021-07-12,Sinopharm/Beijing,5786345
Argentina,2021-07-12,Sputnik V,10337683
Argentina,2021-07-13,Oxford/AstraZeneca,10075842
Argentina,2021-07-13,Pfizer/BioNTech,41
Argentina,2021-07-13,Sinopharm/Beijing,5957386
Argentina,2021-07-13,Sputnik V,10480390
Argentina,2021-07-14,Oxford/AstraZeneca,10144820
Argentina,2021-07-14,Pfizer/BioNTech,42
Argentina,2021-07-14,Sinopharm/Beijing,6157844
Argentina,2021-07-14,Sputnik V,10609335
Argentina,2021-07-15,Oxford/AstraZeneca,10206915
Argentina,2021-07-15,Pfizer/BioNTech,43
Argentina,2021-07-15,Sinopharm/Beijing,6372616
Argentina,2021-07-15,Sputnik V,10732476
Argentina,2021-07-16,Oxford/AstraZeneca,10259770
Argentina,2021-07-16,Sinopharm/Beijing,6632583
Argentina,2021-07-16,Sputnik V,10876026
Argentina,2021-07-17,Oxford/AstraZeneca,10300132
Argentina,2021-07-17,Sinopharm/Beijing,6806952
Argentina,2021-07-17,Sputnik V,10983868
Argentina,2021-07-18,Oxford/AstraZeneca,10342326
Argentina,2021-07-18,Sinopharm/Beijing,6894636
Argentina,2021-07-18,Sputnik V,11022206
Argentina,2021-07-19,Moderna,75
Argentina,2021-07-19,Oxford/AstraZeneca,10423591
Argentina,2021-07-19,Sinopharm/Beijing,7160767
Argentina,2021-07-19,Sputnik V,11093549
Argentina,2021-07-20,CanSino,11
Argentina,2021-07-20,Moderna,87
Argentina,2021-07-20,Oxford/AstraZeneca,10492562
Argentina,2021-07-20,Sinopharm/Beijing,7353698
Argentina,2021-07-20,Sputnik V,11280232
Argentina,2021-07-21,Moderna,94
Argentina,2021-07-21,Oxford/AstraZeneca,10559200
Argentina,2021-07-21,Sinopharm/Beijing,7617966
Argentina,2021-07-21,Sputnik V,11369304
Argentina,2021-07-22,Moderna,96
Argentina,2021-07-22,Oxford/AstraZeneca,10620847
Argentina,2021-07-22,Sinopharm/Beijing,7901100
Argentina,2021-07-22,Sputnik V,11411679
Argentina,2021-07-23,Moderna,99
Argentina,2021-07-23,Oxford/AstraZeneca,10695646
Argentina,2021-07-23,Sinopharm/Beijing,8207925
Argentina,2021-07-23,Sputnik V,11438621
Argentina,2021-07-24,Moderna,101
Argentina,2021-07-24,Oxford/AstraZeneca,10756554
Argentina,2021-07-24,Sinopharm/Beijing,8367472
Argentina,2021-07-24,Sputnik V,11455786
Argentina,2021-07-25,Moderna,118
Argentina,2021-07-25,Oxford/AstraZeneca,10768174
Argentina,2021-07-25,Sinopharm/Beijing,8480950
Argentina,2021-07-25,Sputnik V,11464542
Argentina,2021-07-26,Moderna,122
Argentina,2021-07-26,Oxford/AstraZeneca,10871753
Argentina,2021-07-26,Sinopharm/Beijing,8758194
Argentina,2021-07-26,Sputnik V,11491409
Argentina,2021-07-27,Moderna,149
Argentina,2021-07-27,Oxford/AstraZeneca,11042338
Argentina,2021-07-27,Sinopharm/Beijing,9000458
Argentina,2021-07-27,Sputnik V,11506772
Argentina,2021-07-28,Moderna,181
Argentina,2021-07-28,Oxford/AstraZeneca,11201686
Argentina,2021-07-28,Sinopharm/Beijing,9285566
Argentina,2021-07-28,Sputnik V,11522385
Argentina,2021-07-29,Moderna,196
Argentina,2021-07-29,Oxford/AstraZeneca,11320523
Argentina,2021-07-29,Sinopharm/Beijing,9575556
Argentina,2021-07-29,Sputnik V,11538583
Argentina,2021-07-30,Moderna,331
Argentina,2021-07-30,Oxford/AstraZeneca,11432230
Argentina,2021-07-30,Sinopharm/Beijing,9876660
Argentina,2021-07-30,Sputnik V,11552747
Argentina,2021-07-31,Moderna,2012
Argentina,2021-07-31,Oxford/AstraZeneca,11493850
Argentina,2021-07-31,Sinopharm/Beijing,10080666
Argentina,2021-07-31,Sputnik V,11560231
Argentina,2021-08-01,Moderna,2289
Argentina,2021-08-01,Oxford/AstraZeneca,11523261
Argentina,2021-08-01,Pfizer/BioNTech,44
Argentina,2021-08-01,Sinopharm/Beijing,10211973
Argentina,2021-08-01,Sputnik V,11566646
Argentina,2021-08-02,Moderna,5988
Argentina,2021-08-02,Oxford/AstraZeneca,11611350
Argentina,2021-08-02,Pfizer/BioNTech,45
Argentina,2021-08-02,Sinopharm/Beijing,10525201
Argentina,2021-08-02,Sputnik V,11578866
Argentina,2021-08-03,Moderna,55649
Argentina,2021-08-03,Oxford/AstraZeneca,11745165
Argentina,2021-08-03,Sinopharm/Beijing,10737790
Argentina,2021-08-03,Sputnik V,11590933
Argentina,2021-08-04,CanSino,13
Argentina,2021-08-04,Moderna,77203
Argentina,2021-08-04,Oxford/AstraZeneca,11887819
Argentina,2021-08-04,Sinopharm/Beijing,10978591
Argentina,2021-08-04,Sputnik V,11603392
Argentina,2021-08-05,Moderna,95900
Argentina,2021-08-05,Oxford/AstraZeneca,12056232
Argentina,2021-08-05,Sinopharm/Beijing,11207619
Argentina,2021-08-05,Sputnik V,11617663
Argentina,2021-08-06,CanSino,14
Argentina,2021-08-06,Moderna,117084
Argentina,2021-08-06,Oxford/AstraZeneca,12211257
Argentina,2021-08-06,Pfizer/BioNTech,46
Argentina,2021-08-06,Sinopharm/Beijing,11437949
Argentina,2021-08-06,Sputnik V,11625196
Argentina,2021-08-07,Moderna,158829
Argentina,2021-08-07,Oxford/AstraZeneca,12293192
Argentina,2021-08-07,Pfizer/BioNTech,47
Argentina,2021-08-07,Sinopharm/Beijing,11586826
Argentina,2021-08-07,Sputnik V,11630845
Argentina,2021-08-08,Moderna,197868
Argentina,2021-08-08,Oxford/AstraZeneca,12315609
Argentina,2021-08-08,Pfizer/BioNTech,48
Argentina,2021-08-08,Sinopharm/Beijing,11683802
Argentina,2021-08-08,Sputnik V,11634146
Argentina,2021-08-09,Moderna,368716
Argentina,2021-08-09,Oxford/AstraZeneca,12431396
Argentina,2021-08-09,Pfizer/BioNTech,49
Argentina,2021-08-09,Sinopharm/Beijing,11777799
Argentina,2021-08-09,Sputnik V,11644551
Argentina,2021-08-10,Moderna,533247
Argentina,2021-08-10,Oxford/AstraZeneca,12540590
Argentina,2021-08-10,Sinopharm/Beijing,11865787
Argentina,2021-08-10,Sputnik V,11653322
Argentina,2021-08-11,Moderna,714004
Argentina,2021-08-11,Oxford/AstraZeneca,12681074
Argentina,2021-08-11,Pfizer/BioNTech,50
Argentina,2021-08-11,Sinopharm/Beijing,11947746
Argentina,2021-08-11,Sputnik V,11662877
Argentina,2021-08-12,CanSino,15
Argentina,2021-08-12,Moderna,851425
Argentina,2021-08-12,Oxford/AstraZeneca,12818301
Argentina,2021-08-12,Pfizer/BioNTech,52
Argentina,2021-08-12,Sinopharm/Beijing,12040676
Argentina,2021-08-12,Sputnik V,11687795
Argentina,2021-08-13,Moderna,957380
Argentina,2021-08-13,Oxford/AstraZeneca,12939982
Argentina,2021-08-13,Sinopharm/Beijing,12136448
Argentina,2021-08-13,Sputnik V,11781225
Argentina,2021-08-14,Moderna,1033807
Argentina,2021-08-14,Oxford/AstraZeneca,13029092
Argentina,2021-08-14,Sinopharm/Beijing,12171597
Argentina,2021-08-14,Sputnik V,11837168
Argentina,2021-08-15,Moderna,1072562
Argentina,2021-08-15,Oxford/AstraZeneca,13116784
Argentina,2021-08-15,Sinopharm/Beijing,12186138
Argentina,2021-08-15,Sputnik V,11858855
Argentina,2021-08-16,Moderna,1148000
Argentina,2021-08-16,Oxford/AstraZeneca,13145480
Argentina,2021-08-16,Sinopharm/Beijing,12203747
Argentina,2021-08-16,Sputnik V,11928180
Argentina,2021-08-17,Moderna,1308988
Argentina,2021-08-17,Oxford/AstraZeneca,13212321
Argentina,2021-08-17,Pfizer/BioNTech,53
Argentina,2021-08-17,Sinopharm/Beijing,12276175
Argentina,2021-08-17,Sputnik V,12067722
Argentina,2021-08-18,Moderna,1468260
Argentina,2021-08-18,Oxford/AstraZeneca,13286393
Argentina,2021-08-18,Sinopharm/Beijing,12354361
Argentina,2021-08-18,Sputnik V,12191486
Argentina,2021-08-19,Moderna,1576325
Argentina,2021-08-19,Oxford/AstraZeneca,13399194
Argentina,2021-08-19,Sinopharm/Beijing,12418911
Argentina,2021-08-19,Sputnik V,12332114
Argentina,2021-08-20,Moderna,1654678
Argentina,2021-08-20,Oxford/AstraZeneca,13550101
Argentina,2021-08-20,Pfizer/BioNTech,54
Argentina,2021-08-20,Sinopharm/Beijing,12481649
Argentina,2021-08-20,Sputnik V,12476425
Argentina,2021-08-21,Moderna,1677735
Argentina,2021-08-21,Oxford/AstraZeneca,13675820
Argentina,2021-08-21,Sinopharm/Beijing,12515962
Argentina,2021-08-21,Sputnik V,12550605
Argentina,2021-08-22,Moderna,1689600
Argentina,2021-08-22,Oxford/AstraZeneca,13762929
Argentina,2021-08-22,Pfizer/BioNTech,55
Argentina,2021-08-22,Sinopharm/Beijing,12556594
Argentina,2021-08-22,Sputnik V,12581049
Argentina,2021-08-23,Moderna,1730791
Argentina,2021-08-23,Oxford/AstraZeneca,13893846
Argentina,2021-08-23,Sinopharm/Beijing,12698742
Argentina,2021-08-23,Sputnik V,12675462
Argentina,2021-08-24,Moderna,1768259
Argentina,2021-08-24,Oxford/AstraZeneca,14041846
Argentina,2021-08-24,Sinopharm/Beijing,12887119
Argentina,2021-08-24,Sputnik V,12750680
Argentina,2021-08-25,Moderna,1798097
Argentina,2021-08-25,Oxford/AstraZeneca,14204643
Argentina,2021-08-25,Pfizer/BioNTech,56
Argentina,2021-08-25,Sinopharm/Beijing,13064957
Argentina,2021-08-25,Sputnik V,12806847
Argentina,2021-08-26,Moderna,1868644
Argentina,2021-08-26,Oxford/AstraZeneca,14354671
Argentina,2021-08-26,Pfizer/BioNTech,57
Argentina,2021-08-26,Sinopharm/Beijing,13233701
Argentina,2021-08-26,Sputnik V,12860303
Argentina,2021-08-27,Moderna,1927323
Argentina,2021-08-27,Oxford/AstraZeneca,14500762
Argentina,2021-08-27,Sinopharm/Beijing,13452281
Argentina,2021-08-27,Sputnik V,12904778
Argentina,2021-08-28,Moderna,1964669
Argentina,2021-08-28,Oxford/AstraZeneca,14554410
Argentina,2021-08-28,Sinopharm/Beijing,13583362
Argentina,2021-08-28,Sputnik V,12926361
Argentina,2021-08-29,Moderna,1984660
Argentina,2021-08-29,Oxford/AstraZeneca,14587912
Argentina,2021-08-29,Sinopharm/Beijing,13666244
Argentina,2021-08-29,Sputnik V,12958826
Argentina,2021-08-30,Moderna,2033924
Argentina,2021-08-30,Oxford/AstraZeneca,14710560
Argentina,2021-08-30,Pfizer/BioNTech,58
Argentina,2021-08-30,Sinopharm/Beijing,13826264
Argentina,2021-08-30,Sputnik V,13044856
Argentina,2021-08-31,Moderna,2100527
Argentina,2021-08-31,Oxford/AstraZeneca,14831748
Argentina,2021-08-31,Sinopharm/Beijing,13963596
Argentina,2021-08-31,Sputnik V,13180569
Argentina,2021-09-01,Moderna,2173540
Argentina,2021-09-01,Oxford/AstraZeneca,14942561
Argentina,2021-09-01,Sinopharm/Beijing,14115407
Argentina,2021-09-01,Sputnik V,13300984
Argentina,2021-09-02,Moderna,2236973
Argentina,2021-09-02,Oxford/AstraZeneca,15023236
Argentina,2021-09-02,Sinopharm/Beijing,14312890
Argentina,2021-09-02,Sputnik V,13407726
Argentina,2021-09-03,Moderna,2299236
Argentina,2021-09-03,Oxford/AstraZeneca,15104468
Argentina,2021-09-03,Sinopharm/Beijing,14510986
Argentina,2021-09-03,Sputnik V,13501020
Argentina,2021-09-04,Moderna,2335702
Argentina,2021-09-04,Oxford/AstraZeneca,15163361
Argentina,2021-09-04,Sinopharm/Beijing,14643548
Argentina,2021-09-04,Sputnik V,13569262
Argentina,2021-09-05,Moderna,2353148
Argentina,2021-09-05,Oxford/AstraZeneca,15224527
Argentina,2021-09-05,Sinopharm/Beijing,14719986
Argentina,2021-09-05,Sputnik V,13611011
Argentina,2021-09-06,Moderna,2406113
Argentina,2021-09-06,Oxford/AstraZeneca,15387688
Argentina,2021-09-06,Sinopharm/Beijing,14865987
Argentina,2021-09-06,Sputnik V,13690525
Argentina,2021-09-07,CanSino,62
Argentina,2021-09-07,Moderna,2456675
Argentina,2021-09-07,Oxford/AstraZeneca,15571895
Argentina,2021-09-07,Sinopharm/Beijing,15011026
Argentina,2021-09-07,Sputnik V,13774263
Argentina,2021-09-08,CanSino,101
Argentina,2021-09-08,Moderna,2496526
Argentina,2021-09-08,Oxford/AstraZeneca,15713032
Argentina,2021-09-08,Pfizer/BioNTech,59
Argentina,2021-09-08,Sinopharm/Beijing,15128620
Argentina,2021-09-08,Sputnik V,13849552
Argentina,2021-09-09,CanSino,108
Argentina,2021-09-09,Moderna,2530555
Argentina,2021-09-09,Oxford/AstraZeneca,15851064
Argentina,2021-09-09,Pfizer/BioNTech,60
Argentina,2021-09-09,Sinopharm/Beijing,15261882
Argentina,2021-09-09,Sputnik V,13942107
Argentina,2021-09-10,CanSino,112
Argentina,2021-09-10,Moderna,2565023
Argentina,2021-09-10,Oxford/AstraZeneca,15942023
Argentina,2021-09-10,Sinopharm/Beijing,15405899
Argentina,2021-09-10,Sputnik V,14015119
Argentina,2021-09-11,CanSino,387
Argentina,2021-09-11,Moderna,2577086
Argentina,2021-09-11,Oxford/AstraZeneca,16063623
Argentina,2021-09-11,Pfizer/BioNTech,61
Argentina,2021-09-11,Sinopharm/Beijing,15440893
Argentina,2021-09-11,Sputnik V,14045012
Argentina,2021-09-12,CanSino,760
Argentina,2021-09-12,Moderna,2577985
Argentina,2021-09-12,Oxford/AstraZeneca,16067863
Argentina,2021-09-12,Pfizer/BioNTech,63
Argentina,2021-09-12,Sinopharm/Beijing,15444261
Argentina,2021-09-12,Sputnik V,14045914
Argentina,2021-09-13,CanSino,14887
Argentina,2021-09-13,Moderna,2602611
Argentina,2021-09-13,Oxford/AstraZeneca,16234501
Argentina,2021-09-13,Pfizer/BioNTech,64
Argentina,2021-09-13,Sinopharm/Beijing,15503184
Argentina,2021-09-13,Sputnik V,14084162
Argentina,2021-09-14,CanSino,16085
Argentina,2021-09-14,Moderna,2650054
Argentina,2021-09-14,Oxford/AstraZeneca,16360323
Argentina,2021-09-14,Pfizer/BioNTech,175
Argentina,2021-09-14,Sinopharm/Beijing,15563636
Argentina,2021-09-14,Sputnik V,14128868
Argentina,2021-09-15,CanSino,17213
Argentina,2021-09-15,Moderna,2689259
Argentina,2021-09-15,Oxford/AstraZeneca,16406696
Argentina,2021-09-15,Pfizer/BioNTech,238
Argentina,2021-09-15,Sinopharm/Beijing,15617877
Argentina,2021-09-15,Sputnik V,14318295
Argentina,2021-09-16,CanSino,18536
Argentina,2021-09-16,Moderna,2719378
Argentina,2021-09-16,Oxford/AstraZeneca,16586684
Argentina,2021-09-16,Pfizer/BioNTech,4903
Argentina,2021-09-16,Sinopharm/Beijing,15667466
Argentina,2021-09-16,Sputnik V,14414011
Argentina,2021-09-17,CanSino,27116
Argentina,2021-09-17,Moderna,2740250
Argentina,2021-09-17,Oxford/AstraZeneca,16699990
Argentina,2021-09-17,Pfizer/BioNTech,10057
Argentina,2021-09-17,Sinopharm/Beijing,15759709
Argentina,2021-09-17,Sputnik V,14536811
Argentina,2021-09-18,CanSino,27588
Argentina,2021-09-18,Moderna,2754222
Argentina,2021-09-18,Oxford/AstraZeneca,16727164
Argentina,2021-09-18,Pfizer/BioNTech,18431
Argentina,2021-09-18,Sinopharm/Beijing,15804320
Argentina,2021-09-18,Sputnik V,14663534
Argentina,2021-09-19,CanSino,27632
Argentina,2021-09-19,Moderna,2773010
Argentina,2021-09-19,Oxford/AstraZeneca,16797171
Argentina,2021-09-19,Pfizer/BioNTech,19426
Argentina,2021-09-19,Sinopharm/Beijing,15835981
Argentina,2021-09-19,Sputnik V,14679725
Argentina,2021-09-20,CanSino,30122
Argentina,2021-09-20,Moderna,2792903
Argentina,2021-09-20,Oxford/AstraZeneca,16847967
Argentina,2021-09-20,Pfizer/BioNTech,21825
Argentina,2021-09-20,Sinopharm/Beijing,15889973
Argentina,2021-09-20,Sputnik V,14896085
Argentina,2021-09-21,CanSino,32614
Argentina,2021-09-21,Moderna,2803568
Argentina,2021-09-21,Oxford/AstraZeneca,16884152
Argentina,2021-09-21,Pfizer/BioNTech,23107
Argentina,2021-09-21,Sinopharm/Beijing,15959645
Argentina,2021-09-21,Sputnik V,15085325
Argentina,2021-09-22,CanSino,35891
Argentina,2021-09-22,Moderna,2832277
Argentina,2021-09-22,Oxford/AstraZeneca,17041258
Argentina,2021-09-22,Pfizer/BioNTech,26266
Argentina,2021-09-22,Sinopharm/Beijing,16040339
Argentina,2021-09-22,Sputnik V,15141032
Argentina,2021-09-23,CanSino,39759
Argentina,2021-09-23,Moderna,2912019
Argentina,2021-09-23,Oxford/AstraZeneca,17077940
Argentina,2021-09-23,Pfizer/BioNTech,103788
Argentina,2021-09-23,Sinopharm/Beijing,16112799
Argentina,2021-09-23,Sputnik V,15182579
Argentina,2021-09-24,CanSino,44042
Argentina,2021-09-24,Moderna,2932409
Argentina,2021-09-24,Oxford/AstraZeneca,17202777
Argentina,2021-09-24,Pfizer/BioNTech,128841
Argentina,2021-09-24,Sinopharm/Beijing,16166566
Argentina,2021-09-24,Sputnik V,15215618
Argentina,2021-09-25,CanSino,46561
Argentina,2021-09-25,Moderna,2940008
Argentina,2021-09-25,Oxford/AstraZeneca,17226614
Argentina,2021-09-25,Pfizer/BioNTech,135341
Argentina,2021-09-25,Sinopharm/Beijing,16234066
Argentina,2021-09-25,Sputnik V,15235930
Argentina,2021-09-26,CanSino,47180
Argentina,2021-09-26,Moderna,2944917
Argentina,2021-09-26,Oxford/AstraZeneca,17267012
Argentina,2021-09-26,Pfizer/BioNTech,136668
Argentina,2021-09-26,Sinopharm/Beijing,16268474
Argentina,2021-09-26,Sputnik V,15242302
Argentina,2021-09-27,CanSino,52807
Argentina,2021-09-27,Moderna,2968285
Argentina,2021-09-27,Oxford/AstraZeneca,17371471
Argentina,2021-09-27,Pfizer/BioNTech,144038
Argentina,2021-09-27,Sinopharm/Beijing,16372174
Argentina,2021-09-27,Sputnik V,15280383
Argentina,2021-09-28,CanSino,58120
Argentina,2021-09-28,Moderna,2992169
Argentina,2021-09-28,Oxford/AstraZeneca,17472351
Argentina,2021-09-28,Pfizer/BioNTech,151263
Argentina,2021-09-28,Sinopharm/Beijing,16474184
Argentina,2021-09-28,Sputnik V,15342097
Argentina,2021-09-29,CanSino,62037
Argentina,2021-09-29,Moderna,3013773
Argentina,2021-09-29,Oxford/AstraZeneca,17543538
Argentina,2021-09-29,Pfizer/BioNTech,160950
Argentina,2021-09-29,Sinopharm/Beijing,16558491
Argentina,2021-09-29,Sputnik V,15406953
Argentina,2021-09-30,CanSino,65281
Argentina,2021-09-30,Moderna,3031537
Argentina,2021-09-30,Oxford/AstraZeneca,17623712
Argentina,2021-09-30,Pfizer/BioNTech,187428
Argentina,2021-09-30,Sinopharm/Beijing,16639552
Argentina,2021-09-30,Sputnik V,15534872
Argentina,2021-10-01,CanSino,69058
Argentina,2021-10-01,Moderna,3048740
Argentina,2021-10-01,Oxford/AstraZeneca,17765588
Argentina,2021-10-01,Pfizer/BioNTech,209434
Argentina,2021-10-01,Sinopharm/Beijing,16687306
Argentina,2021-10-01,Sputnik V,15606526
Argentina,2021-10-02,CanSino,70216
Argentina,2021-10-02,Moderna,3054142
Argentina,2021-10-02,Oxford/AstraZeneca,17866920
Argentina,2021-10-02,Pfizer/BioNTech,217915
Argentina,2021-10-02,Sinopharm/Beijing,16707671
Argentina,2021-10-02,Sputnik V,15648877
Argentina,2021-10-03,CanSino,70383
Argentina,2021-10-03,Moderna,3057597
Argentina,2021-10-03,Oxford/AstraZeneca,17933292
Argentina,2021-10-03,Pfizer/BioNTech,224073
Argentina,2021-10-03,Sinopharm/Beijing,16714943
Argentina,2021-10-03,Sputnik V,15674003
Argentina,2021-10-04,CanSino,73152
Argentina,2021-10-04,Moderna,3071188
Argentina,2021-10-04,Oxford/AstraZeneca,17992389
Argentina,2021-10-04,Pfizer/BioNTech,240109
Argentina,2021-10-04,Sinopharm/Beijing,16798199
Argentina,2021-10-04,Sputnik V,15729364
Argentina,2021-10-05,CanSino,76793
Argentina,2021-10-05,Moderna,3087443
Argentina,2021-10-05,Oxford/AstraZeneca,18056538
Argentina,2021-10-05,Pfizer/BioNTech,303770
Argentina,2021-10-05,Sinopharm/Beijing,16837567
Argentina,2021-10-05,Sputnik V,15809085
Argentina,2021-10-06,CanSino,80720
Argentina,2021-10-06,Moderna,3099042
Argentina,2021-10-06,Oxford/AstraZeneca,18140904
Argentina,2021-10-06,Pfizer/BioNTech,328004
Argentina,2021-10-06,Sinopharm/Beijing,16877821
Argentina,2021-10-06,Sputnik V,15892444
Argentina,2021-10-07,CanSino,83416
Argentina,2021-10-07,Moderna,3129293
Argentina,2021-10-07,Oxford/AstraZeneca,18240961
Argentina,2021-10-07,Pfizer/BioNTech,372580
Argentina,2021-10-07,Sinopharm/Beijing,16914009
Argentina,2021-10-07,Sputnik V,15943542
Argentina,2021-10-08,CanSino,84326
Argentina,2021-10-08,Moderna,3134846
Argentina,2021-10-08,Oxford/AstraZeneca,18292173
Argentina,2021-10-08,Pfizer/BioNTech,387540
Argentina,2021-10-08,Sinopharm/Beijing,16927742
Argentina,2021-10-08,Sputnik V,15978550
Argentina,2021-10-09,CanSino,85143
Argentina,2021-10-09,Moderna,3140109
Argentina,2021-10-09,Oxford/AstraZeneca,18334223
Argentina,2021-10-09,Pfizer/BioNTech,391427
Argentina,2021-10-09,Sinopharm/Beijing,16948811
Argentina,2021-10-09,Sputnik V,16021442
Argentina,2021-10-10,CanSino,85386
Argentina,2021-10-10,Moderna,3142652
Argentina,2021-10-10,Oxford/AstraZeneca,18358693
Argentina,2021-10-10,Pfizer/BioNTech,393732
Argentina,2021-10-10,Sinopharm/Beijing,16968895
Argentina,2021-10-10,Sputnik V,16050547
Argentina,2021-10-11,CanSino,85616
Argentina,2021-10-11,Moderna,3146085
Argentina,2021-10-11,Oxford/AstraZeneca,18380205
Argentina,2021-10-11,Pfizer/BioNTech,397612
Argentina,2021-10-11,Sinopharm/Beijing,16998548
Argentina,2021-10-11,Sputnik V,16068264
Argentina,2021-10-12,CanSino,87787
Argentina,2021-10-12,Moderna,3187940
Argentina,2021-10-12,Oxford/AstraZeneca,18421388
Argentina,2021-10-12,Pfizer/BioNTech,433750
Argentina,2021-10-12,Sinopharm/Beijing,17169838
Argentina,2021-10-12,Sputnik V,16122867
Argentina,2021-10-13,CanSino,89900
Argentina,2021-10-13,Moderna,3202532
Argentina,2021-10-13,Oxford/AstraZeneca,18460238
Argentina,2021-10-13,Pfizer/BioNTech,480414
Argentina,2021-10-13,Sinopharm/Beijing,17387968
